sample_id,domain,experience_level,resume_text,matched_skills,missing_skills,n_matched,n_total_skills,match_ratio,cosine_sim,skill_density,exp_bonus,keyword_overlap,seniority_signal,domain_term_freq,skill_depth,score
488,Big Data Engineering,Senior,"Principal Big Data Engineering engineer with deep expertise and strong leadership background. Skills: Databricks, Data Warehousing, Scala, ETL, Snowflake, Hadoop. Background includes head of roles.",Databricks | Data Warehousing | Scala | ETL | Snowflake | Hadoop | Hive | Python | dbt | Apache Spark | Data Lake | Airflow | Data Pipelines | Kafka | Flink,,15,15,1.0,0.9125,1.0,0.9,0.8773,0.9946,0.6084,1.0,97
489,Big Data Engineering,Senior,"Senior Big Data Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: Flink, Scala, dbt, ETL, Data Warehousing, Hadoop. Background includes senior roles.",Flink | Scala | dbt | ETL | Data Warehousing | Hadoop | Snowflake | Python | Kafka | Data Lake | Hive | Airflow | Data Pipelines | Databricks,Apache Spark,14,15,0.9333,0.6781,1.0,0.9,0.7062,0.7539,0.686,0.875,87
490,Big Data Engineering,Senior,"Experienced Big Data Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Kafka, Databricks, dbt, Hadoop, Hive, Airflow. Background includes 10+ years roles.",Kafka | Databricks | dbt | Hadoop | Hive | Airflow | Snowflake | Data Pipelines | ETL | Scala | Data Lake,Apache Spark | Flink | Python | Data Warehousing,11,15,0.7333,0.686,1.0,0.9,0.5459,0.8732,0.4055,0.625,76
491,Big Data Engineering,Senior,"Principal Big Data Engineering engineer with deep expertise and strong leadership background. Skills: Hadoop, Python, ETL, Airflow, Data Pipelines, Flink. Background includes 10+ years roles.",Hadoop | Python | ETL | Airflow | Data Pipelines | Flink | Kafka | Scala | Apache Spark | dbt | Snowflake | Data Warehousing | Databricks | Data Lake,Hive,14,15,0.9333,0.7563,1.0,0.9,0.7702,0.8653,0.6838,0.875,89
492,Big Data Engineering,Senior,"Principal Big Data Engineering engineer with deep expertise and strong leadership background. Skills: Python, Data Lake, Hive, Data Pipelines, Flink, ETL. Background includes architect roles.",Python | Data Lake | Hive | Data Pipelines | Flink | ETL | Snowflake | Data Warehousing | Databricks | Scala,Apache Spark | Hadoop | Kafka | Airflow | dbt,10,15,0.6667,0.5906,1.0,0.9,0.6475,0.6601,0.5231,0.5,69
493,Big Data Engineering,Senior,"Experienced Big Data Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: ETL, Hadoop, Apache Spark, Hive, Kafka, Databricks. Background includes lead roles.",ETL | Hadoop | Apache Spark | Hive | Kafka | Databricks | Data Warehousing | Scala | Snowflake | Flink | Data Lake | Python | Data Pipelines | Airflow | dbt,,15,15,1.0,0.6652,1.0,0.9,0.9885,0.5947,0.7867,1.0,90
494,Big Data Engineering,Senior,"Experienced Big Data Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Data Warehousing, Databricks, Python, Apache Spark, Hive, Kafka. Background includes lead roles.",Data Warehousing | Databricks | Python | Apache Spark | Hive | Kafka | Flink | ETL | Snowflake,Hadoop | Airflow | Scala | Data Pipelines | Data Lake | dbt,9,15,0.6,0.4486,1.0,0.9,0.5708,0.9414,0.5236,0.625,65
495,Big Data Engineering,Senior,"Senior Big Data Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: Hive, Kafka, Databricks, Data Warehousing, Scala, Hadoop. Background includes senior roles.",Hive | Kafka | Databricks | Data Warehousing | Scala | Hadoop | Apache Spark | Flink | Data Pipelines | ETL,Airflow | Python | Data Lake | Snowflake | dbt,10,15,0.6667,0.5614,1.0,0.9,0.5067,0.6598,0.5048,0.75,71
496,Big Data Engineering,Senior,"Experienced Big Data Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Kafka, Hive, Hadoop, Apache Spark, Airflow, dbt. Background includes director roles.",Kafka | Hive | Hadoop | Apache Spark | Airflow | dbt | Databricks | Scala | ETL | Python | Data Lake | Data Pipelines,Flink | Snowflake | Data Warehousing,12,15,0.8,0.6811,1.0,0.9,0.7143,0.8464,0.6839,0.875,82
497,Big Data Engineering,Senior,"Senior Big Data Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: Airflow, Kafka, Data Pipelines, Flink, Apache Spark, Python. Background includes principal roles.",Airflow | Kafka | Data Pipelines | Flink | Apache Spark | Python | ETL | Hive | Databricks | Hadoop | Data Lake | Scala | Data Warehousing | dbt | Snowflake,,15,15,1.0,0.7301,1.0,0.9,0.7517,0.7898,0.7444,1.0,91
498,Big Data Engineering,Senior,"Experienced Big Data Engineering architect with 10+ years delivering enterprise-scale solutions. Skills: Python, ETL, Data Warehousing, Kafka, Data Pipelines, Hive. Background includes senior roles.",Python | ETL | Data Warehousing | Kafka | Data Pipelines | Hive | Hadoop | Flink | Snowflake | Scala,Apache Spark | Airflow | Data Lake | Databricks | dbt,10,15,0.6667,0.5519,1.0,0.9,0.492,0.731,0.5638,0.75,73
499,Big Data Engineering,Senior,"Principal Big Data Engineering engineer with deep expertise and strong leadership background. Skills: Databricks, Scala, Hadoop, ETL, Kafka, Data Pipelines. Background includes head of roles.",Databricks | Scala | Hadoop | ETL | Kafka | Data Pipelines | Data Warehousing | Airflow | Python | Data Lake | Flink | dbt,Apache Spark | Hive | Snowflake,12,15,0.8,0.6351,1.0,0.9,0.7618,0.5167,0.5427,0.75,75
500,Big Data Engineering,Senior,"Senior Big Data Engineering professional with 8+ years of experience. Led multiple high-impact projects. Skills: dbt, Databricks, Scala, Data Warehousing, Apache Spark, Data Pipelines. Background includes head of roles.",dbt | Databricks | Scala | Data Warehousing | Apache Spark | Data Pipelines | Hive | Snowflake | Kafka | Hadoop | ETL | Airflow | Data Lake | Python | Flink,,15,15,1.0,0.9209,1.0,0.9,0.7164,0.7108,0.7976,1.0,89
501,NLP,Entry-Level,"Entry-level NLP intern with foundational knowledge and strong academic background. Skills: spaCy, Fine-tuning, Tokenization. Background includes entry level roles.",spaCy | Fine-tuning | Tokenization,Python | NLTK | Transformers | BERT | GPT | Text Classification | NER | Sentiment Analysis | Word2Vec | LangChain | Hugging Face | RAG,3,15,0.2,0.1736,1.0,0.3,0.1447,0.1811,0.1215,0.25,18
502,NLP,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about NLP. Skills: Word2Vec, spaCy. Background includes graduate roles.",Word2Vec | spaCy,Python | NLTK | Transformers | BERT | GPT | Tokenization | Text Classification | NER | Sentiment Analysis | LangChain | Hugging Face | RAG | Fine-tuning,2,15,0.1333,0.1037,0.8333,0.3,0.1159,0.2009,0.1182,0.125,19
503,NLP,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about NLP. Skills: Sentiment Analysis, BERT. Background includes fresher roles.",Sentiment Analysis | BERT,Python | NLTK | spaCy | Transformers | GPT | Tokenization | Text Classification | NER | Word2Vec | LangChain | Hugging Face | RAG | Fine-tuning,2,15,0.1333,0.1002,0.7663,0.3,0.1217,0.0747,0.0885,0.125,18
504,NLP,Entry-Level,"Junior NLP developer eager to learn and grow in a fast-paced environment. Skills: BERT, RAG, Word2Vec. Background includes intern roles.",BERT | RAG | Word2Vec,Python | NLTK | spaCy | Transformers | GPT | Tokenization | Text Classification | NER | Sentiment Analysis | LangChain | Hugging Face | Fine-tuning,3,15,0.2,0.1315,1.0,0.3,0.1635,0.0791,0.1768,0.125,17
505,NLP,Entry-Level,"Entry-level NLP intern with foundational knowledge and strong academic background. Skills: BERT, NLTK. Background includes intern roles.",BERT | NLTK,Python | spaCy | Transformers | GPT | Tokenization | Text Classification | NER | Sentiment Analysis | Word2Vec | LangChain | Hugging Face | RAG | Fine-tuning,2,15,0.1333,0.1048,1.0,0.3,0.1061,0.1144,0.1196,0.25,16
506,NLP,Entry-Level,"Junior NLP developer eager to learn and grow in a fast-paced environment. Skills: GPT, LangChain, Hugging Face. Background includes graduate roles.",GPT | LangChain | Hugging Face,Python | NLTK | spaCy | Transformers | BERT | Tokenization | Text Classification | NER | Sentiment Analysis | Word2Vec | RAG | Fine-tuning,3,15,0.2,0.1692,1.0,0.3,0.1779,0.286,0.1479,0.125,15
507,NLP,Entry-Level,"Junior NLP developer eager to learn and grow in a fast-paced environment. Skills: Word2Vec, Text Classification. Background includes graduate roles.",Word2Vec | Text Classification,Python | NLTK | spaCy | Transformers | BERT | GPT | Tokenization | NER | Sentiment Analysis | LangChain | Hugging Face | RAG | Fine-tuning,2,15,0.1333,0.093,1.0,0.3,0.1016,0.2718,0.1125,0.125,10
508,NLP,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about NLP. Skills: Fine-tuning, NER, Tokenization. Background includes fresher roles.",Fine-tuning | NER | Tokenization,Python | NLTK | spaCy | Transformers | BERT | GPT | Text Classification | Sentiment Analysis | Word2Vec | LangChain | Hugging Face | RAG,3,15,0.2,0.1719,1.0,0.3,0.1902,0.1537,0.1195,0.125,18
509,NLP,Entry-Level,"Entry-level NLP intern with foundational knowledge and strong academic background. Skills: Sentiment Analysis, spaCy. Background includes entry level roles.",Sentiment Analysis | spaCy,Python | NLTK | Transformers | BERT | GPT | Tokenization | Text Classification | NER | Word2Vec | LangChain | Hugging Face | RAG | Fine-tuning,2,15,0.1333,0.1005,0.9709,0.3,0.1052,0.1799,0.1096,0.125,13
510,NLP,Entry-Level,Entry-level NLP intern with foundational knowledge and strong academic background. Skills: Tokenization. Background includes entry level roles.,Tokenization,Python | NLTK | spaCy | Transformers | BERT | GPT | Text Classification | NER | Sentiment Analysis | Word2Vec | LangChain | Hugging Face | RAG | Fine-tuning,1,15,0.0667,0.0536,0.9091,0.3,0.0565,0.2196,0.0456,0.125,15
511,NLP,Entry-Level,"Junior NLP developer eager to learn and grow in a fast-paced environment. Skills: NLTK, Hugging Face. Background includes 0-1 years roles.",NLTK | Hugging Face,Python | spaCy | Transformers | BERT | GPT | Tokenization | Text Classification | NER | Sentiment Analysis | Word2Vec | LangChain | RAG | Fine-tuning,2,15,0.1333,0.126,0.7067,0.3,0.1036,0.2655,0.1003,0.125,14
512,NLP,Entry-Level,"Junior NLP developer eager to learn and grow in a fast-paced environment. Skills: NLTK, Hugging Face, Word2Vec, BERT, GPT. Background includes fresher roles.",NLTK | Hugging Face | Word2Vec | BERT | GPT,Python | spaCy | Transformers | Tokenization | Text Classification | NER | Sentiment Analysis | LangChain | RAG | Fine-tuning,5,15,0.3333,0.2846,1.0,0.3,0.2578,0.2042,0.1975,0.375,29
513,NLP,Entry-Level,"Entry-level NLP intern with foundational knowledge and strong academic background. Skills: BERT, NLTK, Sentiment Analysis. Background includes junior roles.",BERT | NLTK | Sentiment Analysis,Python | spaCy | Transformers | GPT | Tokenization | Text Classification | NER | Word2Vec | LangChain | Hugging Face | RAG | Fine-tuning,3,15,0.2,0.1818,1.0,0.3,0.1457,0.0285,0.161,0.25,20
514,NLP,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about NLP. Skills: spaCy, NLTK, Transformers. Background includes trainee roles.",spaCy | NLTK | Transformers,Python | BERT | GPT | Tokenization | Text Classification | NER | Sentiment Analysis | Word2Vec | LangChain | Hugging Face | RAG | Fine-tuning,3,15,0.2,0.1895,1.0,0.3,0.1959,0.0837,0.1765,0.375,21
515,NLP,Entry-Level,"Junior NLP developer eager to learn and grow in a fast-paced environment. Skills: BERT, RAG. Background includes trainee roles.",BERT | RAG,Python | NLTK | spaCy | Transformers | GPT | Tokenization | Text Classification | NER | Sentiment Analysis | Word2Vec | LangChain | Hugging Face | Fine-tuning,2,15,0.1333,0.1226,1.0,0.3,0.0946,0.0825,0.0749,0.125,18
516,NLP,Mid-Level,"Mid-level NLP developer with 3+ years working on real-world projects. Skills: LangChain, NLTK, Transformers, Text Classification, GPT, NER. Background includes 4+ years roles.",LangChain | NLTK | Transformers | Text Classification | GPT | NER | Python,spaCy | BERT | Tokenization | Sentiment Analysis | Word2Vec | Hugging Face | RAG | Fine-tuning,7,15,0.4667,0.3412,1.0,0.6,0.3547,0.2844,0.3691,0.625,46
517,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: Python, Tokenization, NLTK, LangChain, Transformers, BERT. Background includes engineer roles.",Python | Tokenization | NLTK | LangChain | Transformers | BERT | Fine-tuning | Word2Vec,spaCy | GPT | Text Classification | NER | Sentiment Analysis | Hugging Face | RAG,8,15,0.5333,0.3654,1.0,0.6,0.4069,0.3821,0.4629,0.625,51
518,NLP,Mid-Level,"NLP engineer with 4+ years of hands-on experience in building production systems. Skills: GPT, RAG, spaCy, NLTK, BERT, LangChain. Background includes 5+ years roles.",GPT | RAG | spaCy | NLTK | BERT | LangChain,Python | Transformers | Tokenization | Text Classification | NER | Sentiment Analysis | Word2Vec | Hugging Face | Fine-tuning,6,15,0.4,0.2668,1.0,0.6,0.3338,0.4547,0.251,0.5,40
519,NLP,Mid-Level,"Mid-level NLP developer with 3+ years working on real-world projects. Skills: NER, Word2Vec, Python, Fine-tuning, Transformers, spaCy. Background includes 5+ years roles.",NER | Word2Vec | Python | Fine-tuning | Transformers | spaCy | RAG | Hugging Face | BERT | Sentiment Analysis,NLTK | GPT | Tokenization | Text Classification | LangChain,10,15,0.6667,0.4794,1.0,0.6,0.5094,0.2043,0.5479,0.5,52
520,NLP,Mid-Level,"Mid-level NLP developer with 3+ years working on real-world projects. Skills: RAG, Tokenization, Sentiment Analysis, Fine-tuning, Python. Background includes specialist roles.",RAG | Tokenization | Sentiment Analysis | Fine-tuning | Python,NLTK | spaCy | Transformers | BERT | GPT | Text Classification | NER | Word2Vec | LangChain | Hugging Face,5,15,0.3333,0.3055,1.0,0.6,0.2434,0.483,0.187,0.25,40
521,NLP,Mid-Level,"Mid-level NLP developer with 3+ years working on real-world projects. Skills: Tokenization, Text Classification, NLTK, Sentiment Analysis, BERT, Transformers. Background includes 5+ years roles.",Tokenization | Text Classification | NLTK | Sentiment Analysis | BERT | Transformers | RAG | LangChain,Python | spaCy | GPT | NER | Word2Vec | Hugging Face | Fine-tuning,8,15,0.5333,0.4843,1.0,0.6,0.4145,0.5795,0.325,0.625,48
522,NLP,Mid-Level,"NLP engineer with 4+ years of hands-on experience in building production systems. Skills: GPT, spaCy, Fine-tuning, Hugging Face, NER. Background includes 5+ years roles.",GPT | spaCy | Fine-tuning | Hugging Face | NER,Python | NLTK | Transformers | BERT | Tokenization | Text Classification | Sentiment Analysis | Word2Vec | LangChain | RAG,5,15,0.3333,0.2897,1.0,0.6,0.2703,0.3944,0.2199,0.25,40
523,NLP,Mid-Level,"Mid-level NLP developer with 3+ years working on real-world projects. Skills: Text Classification, Word2Vec, BERT, Sentiment Analysis, Hugging Face. Background includes developer roles.",Text Classification | Word2Vec | BERT | Sentiment Analysis | Hugging Face,Python | NLTK | spaCy | Transformers | GPT | Tokenization | NER | LangChain | RAG | Fine-tuning,5,15,0.3333,0.2539,1.0,0.6,0.2919,0.5904,0.2454,0.25,40
524,NLP,Mid-Level,"Mid-level NLP developer with 3+ years working on real-world projects. Skills: LangChain, BERT, GPT, Python, spaCy. Background includes 5+ years roles.",LangChain | BERT | GPT | Python | spaCy,NLTK | Transformers | Tokenization | Text Classification | NER | Sentiment Analysis | Word2Vec | Hugging Face | RAG | Fine-tuning,5,15,0.3333,0.2909,1.0,0.6,0.2833,0.3221,0.2969,0.5,40
525,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: Sentiment Analysis, BERT, Word2Vec, Text Classification, Python. Background includes specialist roles.",Sentiment Analysis | BERT | Word2Vec | Text Classification | Python,NLTK | spaCy | Transformers | GPT | Tokenization | NER | LangChain | Hugging Face | RAG | Fine-tuning,5,15,0.3333,0.2796,1.0,0.6,0.3318,0.2115,0.2228,0.375,40
526,NLP,Mid-Level,"Mid-level NLP developer with 3+ years working on real-world projects. Skills: Fine-tuning, Python, Sentiment Analysis, Tokenization, RAG. Background includes engineer roles.",Fine-tuning | Python | Sentiment Analysis | Tokenization | RAG,NLTK | spaCy | Transformers | BERT | GPT | Text Classification | NER | Word2Vec | LangChain | Hugging Face,5,15,0.3333,0.2477,1.0,0.6,0.3024,0.3617,0.2855,0.25,40
527,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: Text Classification, LangChain, Transformers, NER, Tokenization, RAG. Background includes 4+ years roles.",Text Classification | LangChain | Transformers | NER | Tokenization | RAG | Word2Vec | NLTK | BERT,Python | spaCy | GPT | Sentiment Analysis | Hugging Face | Fine-tuning,9,15,0.6,0.4335,1.0,0.6,0.5683,0.2413,0.528,0.625,53
528,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: RAG, Text Classification, NER, Sentiment Analysis, Hugging Face, Tokenization. Background includes 4+ years roles.",RAG | Text Classification | NER | Sentiment Analysis | Hugging Face | Tokenization,Python | NLTK | spaCy | Transformers | BERT | GPT | Word2Vec | LangChain | Fine-tuning,6,15,0.4,0.3036,1.0,0.6,0.3767,0.2433,0.3581,0.25,40
529,NLP,Mid-Level,"NLP engineer with 4+ years of hands-on experience in building production systems. Skills: Hugging Face, RAG, BERT, Word2Vec, GPT. Background includes 4+ years roles.",Hugging Face | RAG | BERT | Word2Vec | GPT,Python | NLTK | spaCy | Transformers | Tokenization | Text Classification | NER | Sentiment Analysis | LangChain | Fine-tuning,5,15,0.3333,0.2301,1.0,0.6,0.2428,0.2027,0.2012,0.25,40
530,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: Transformers, spaCy, Tokenization, NER, Word2Vec. Background includes developer roles.",Transformers | spaCy | Tokenization | NER | Word2Vec,Python | NLTK | BERT | GPT | Text Classification | Sentiment Analysis | LangChain | Hugging Face | RAG | Fine-tuning,5,15,0.3333,0.2924,1.0,0.6,0.2623,0.4309,0.191,0.375,40
531,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: Transformers, Text Classification, NER, RAG, Tokenization, Hugging Face. Background includes engineer roles.",Transformers | Text Classification | NER | RAG | Tokenization | Hugging Face | GPT | LangChain | Fine-tuning | Sentiment Analysis,Python | NLTK | spaCy | BERT | Word2Vec,10,15,0.6667,0.6083,1.0,0.6,0.5015,0.5043,0.3704,0.5,55
532,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: Transformers, Text Classification, Python, NER, RAG, Word2Vec. Background includes engineer roles.",Transformers | Text Classification | Python | NER | RAG | Word2Vec | Tokenization | NLTK,spaCy | BERT | GPT | Sentiment Analysis | LangChain | Hugging Face | Fine-tuning,8,15,0.5333,0.4349,1.0,0.6,0.3935,0.4357,0.3914,0.625,55
533,NLP,Mid-Level,"NLP engineer with 4+ years of hands-on experience in building production systems. Skills: Sentiment Analysis, Text Classification, RAG, Fine-tuning, Python, spaCy. Background includes 4+ years roles.",Sentiment Analysis | Text Classification | RAG | Fine-tuning | Python | spaCy | NLTK | GPT | Transformers,BERT | Tokenization | NER | Word2Vec | LangChain | Hugging Face,9,15,0.6,0.3944,1.0,0.6,0.5016,0.4737,0.4056,0.75,55
534,NLP,Mid-Level,"Experienced NLP specialist with 5 years of industry experience. Skills: GPT, BERT, spaCy, Text Classification, RAG, Word2Vec. Background includes specialist roles.",GPT | BERT | spaCy | Text Classification | RAG | Word2Vec | Python,NLTK | Transformers | Tokenization | NER | Sentiment Analysis | LangChain | Hugging Face | Fine-tuning,7,15,0.4667,0.3492,1.0,0.6,0.3387,0.2734,0.3805,0.625,47
535,NLP,Mid-Level,"NLP engineer with 4+ years of hands-on experience in building production systems. Skills: Text Classification, Python, Fine-tuning, RAG, NLTK, GPT. Background includes specialist roles.",Text Classification | Python | Fine-tuning | RAG | NLTK | GPT | Word2Vec | Hugging Face,spaCy | Transformers | BERT | Tokenization | NER | Sentiment Analysis | LangChain,8,15,0.5333,0.3681,1.0,0.6,0.4566,0.4969,0.3885,0.5,45
536,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: BERT, LangChain, Transformers, Python, RAG, Sentiment Analysis. Background includes director roles.",BERT | LangChain | Transformers | Python | RAG | Sentiment Analysis | Fine-tuning | GPT | Word2Vec,NLTK | spaCy | Tokenization | Text Classification | NER | Hugging Face,9,15,0.6,0.511,1.0,0.9,0.5119,0.9847,0.4756,0.5,65
537,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: Transformers, NER, Word2Vec, Hugging Face, Python, Tokenization. Background includes senior roles.",Transformers | NER | Word2Vec | Hugging Face | Python | Tokenization | NLTK | GPT | Fine-tuning | spaCy | Sentiment Analysis | LangChain,BERT | Text Classification | RAG,12,15,0.8,0.5822,1.0,0.9,0.6177,0.5623,0.6041,0.75,77
538,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: BERT, Tokenization, Text Classification, GPT, Python, NER. Background includes lead roles.",BERT | Tokenization | Text Classification | GPT | Python | NER | Transformers | RAG | spaCy | Hugging Face | LangChain | Fine-tuning | NLTK | Word2Vec | Sentiment Analysis,,15,15,1.0,0.6678,1.0,0.9,0.7393,0.8481,0.6221,1.0,92
539,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: Sentiment Analysis, LangChain, Python, NLTK, NER, GPT. Background includes principal roles.",Sentiment Analysis | LangChain | Python | NLTK | NER | GPT | Tokenization | Transformers | Word2Vec | Text Classification | Hugging Face | spaCy | Fine-tuning | RAG,BERT,14,15,0.9333,0.7652,1.0,0.9,0.7828,0.9705,0.6722,0.875,93
540,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: NER, NLTK, spaCy, RAG, Transformers, GPT. Background includes principal roles.",NER | NLTK | spaCy | RAG | Transformers | GPT | Text Classification | Fine-tuning | Python | BERT | Sentiment Analysis,Tokenization | Word2Vec | LangChain | Hugging Face,11,15,0.7333,0.6189,1.0,0.9,0.725,0.9171,0.529,0.875,75
541,NLP,Senior,"Experienced NLP architect with 10+ years delivering enterprise-scale solutions. Skills: Text Classification, Sentiment Analysis, NLTK, Transformers, Fine-tuning, Tokenization. Background includes head of roles.",Text Classification | Sentiment Analysis | NLTK | Transformers | Fine-tuning | Tokenization | Python | Hugging Face | RAG,spaCy | BERT | GPT | NER | Word2Vec | LangChain,9,15,0.6,0.4831,1.0,0.9,0.5005,0.8949,0.4599,0.625,65
542,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: GPT, Transformers, Word2Vec, Python, BERT, LangChain. Background includes director roles.",GPT | Transformers | Word2Vec | Python | BERT | LangChain | NER | Tokenization | RAG | Text Classification | Sentiment Analysis | Hugging Face | Fine-tuning | spaCy | NLTK,,15,15,1.0,0.9058,1.0,0.9,0.8475,0.9878,0.6666,1.0,92
543,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: Fine-tuning, BERT, NLTK, Word2Vec, Hugging Face, Python. Background includes 10+ years roles.",Fine-tuning | BERT | NLTK | Word2Vec | Hugging Face | Python | NER | Transformers | Sentiment Analysis,spaCy | GPT | Tokenization | Text Classification | LangChain | RAG,9,15,0.6,0.471,1.0,0.9,0.5653,0.6835,0.3966,0.5,65
544,NLP,Senior,"Experienced NLP architect with 10+ years delivering enterprise-scale solutions. Skills: LangChain, Text Classification, NER, Python, spaCy, RAG. Background includes head of roles.",LangChain | Text Classification | NER | Python | spaCy | RAG | Word2Vec | NLTK | Sentiment Analysis | BERT | Fine-tuning | GPT | Transformers | Hugging Face,Tokenization,14,15,0.9333,0.7047,1.0,0.9,0.8665,0.9776,0.8033,0.875,88
545,NLP,Senior,"Experienced NLP architect with 10+ years delivering enterprise-scale solutions. Skills: NLTK, Word2Vec, Fine-tuning, Python, Hugging Face, Tokenization. Background includes head of roles.",NLTK | Word2Vec | Fine-tuning | Python | Hugging Face | Tokenization | RAG | Text Classification | LangChain | GPT | Sentiment Analysis,spaCy | Transformers | BERT | NER,11,15,0.7333,0.5205,1.0,0.9,0.5235,0.6331,0.5309,0.625,65
546,NLP,Senior,"Senior NLP professional with 8+ years of experience. Led multiple high-impact projects. Skills: Tokenization, spaCy, GPT, Text Classification, Python, Hugging Face. Background includes lead roles.",Tokenization | spaCy | GPT | Text Classification | Python | Hugging Face | LangChain | NLTK | Sentiment Analysis | NER | BERT | RAG,Transformers | Word2Vec | Fine-tuning,12,15,0.8,0.5943,1.0,0.9,0.7486,0.8368,0.4722,0.875,77
547,NLP,Senior,"Experienced NLP architect with 10+ years delivering enterprise-scale solutions. Skills: Sentiment Analysis, Transformers, GPT, RAG, BERT, Python. Background includes senior roles.",Sentiment Analysis | Transformers | GPT | RAG | BERT | Python | Fine-tuning | NLTK | LangChain | Word2Vec | Text Classification | NER | Hugging Face | Tokenization | spaCy,,15,15,1.0,0.8777,1.0,0.9,0.9411,0.9978,0.6384,1.0,97
548,NLP,Senior,"Principal NLP engineer with deep expertise and strong leadership background. Skills: NER, Sentiment Analysis, Hugging Face, RAG, Word2Vec, Fine-tuning. Background includes head of roles.",NER | Sentiment Analysis | Hugging Face | RAG | Word2Vec | Fine-tuning | BERT | spaCy | Text Classification | Transformers | NLTK,Python | GPT | Tokenization | LangChain,11,15,0.7333,0.6205,1.0,0.9,0.5996,0.745,0.4317,0.625,65
549,NLP,Senior,"Experienced NLP architect with 10+ years delivering enterprise-scale solutions. Skills: spaCy, NER, Sentiment Analysis, Fine-tuning, NLTK, GPT. Background includes head of roles.",spaCy | NER | Sentiment Analysis | Fine-tuning | NLTK | GPT | Python | RAG | Text Classification | Tokenization | BERT | LangChain | Word2Vec | Hugging Face | Transformers,,15,15,1.0,0.9196,1.0,0.9,0.7557,0.989,0.898,1.0,92
550,NLP,Senior,"Experienced NLP architect with 10+ years delivering enterprise-scale solutions. Skills: NER, Hugging Face, Tokenization, NLTK, Transformers, Text Classification. Background includes director roles.",NER | Hugging Face | Tokenization | NLTK | Transformers | Text Classification | Python | BERT | Word2Vec,spaCy | GPT | Sentiment Analysis | LangChain | RAG | Fine-tuning,9,15,0.6,0.4234,1.0,0.9,0.5014,0.9286,0.3402,0.75,65
551,QA & Testing,Entry-Level,"Entry-level QA & Testing intern with foundational knowledge and strong academic background. Skills: API Testing, TestNG, Bug Tracking, Manual Testing. Background includes junior roles.",API Testing | TestNG | Bug Tracking | Manual Testing,Selenium | Cypress | Jest | JUnit | Postman | Performance Testing | JMeter | Test Planning | JIRA | Automation | BDD/TDD,4,15,0.2667,0.2163,1.0,0.3,0.2222,0.2344,0.2101,0.375,29
552,QA & Testing,Entry-Level,"Junior QA & Testing developer eager to learn and grow in a fast-paced environment. Skills: BDD/TDD, TestNG, Postman, Automation, API Testing. Background includes junior roles.",BDD/TDD | TestNG | Postman | Automation | API Testing,Manual Testing | Selenium | Cypress | Jest | JUnit | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA,5,15,0.3333,0.2971,1.0,0.3,0.2669,0.2448,0.277,0.375,32
553,QA & Testing,Entry-Level,"Junior QA & Testing developer eager to learn and grow in a fast-paced environment. Skills: Selenium, Performance Testing, Postman, TestNG. Background includes intern roles.",Selenium | Performance Testing | Postman | TestNG,Manual Testing | Cypress | Jest | JUnit | API Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation | BDD/TDD,4,15,0.2667,0.2258,1.0,0.3,0.25,0.0878,0.1541,0.375,20
554,QA & Testing,Entry-Level,Junior QA & Testing developer eager to learn and grow in a fast-paced environment. Skills: BDD/TDD. Background includes 0-1 years roles.,BDD/TDD,Manual Testing | Selenium | Cypress | Jest | JUnit | TestNG | API Testing | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation,1,15,0.0667,0.0446,0.9524,0.3,0.0498,0.0938,0.0391,0.0,10
